Risk of Ruin: 1.00, UPRO Daily Fail 1 / 50000 
27.	     60	    128	    202	    279	    363	    448	    537	    628	    722	    820	    917	   1027	   1127	   1237	   1340	   1467	   1575	   1684	   1794	   1930	
28.	     60	    128	    202	    281	    365	    451	    540	    633	    728	    826	    925	   1036	   1136	   1249	   1352	   1480	   1590	   1700	   1812	   1953	
29.	     60	    129	    203	    282	    367	    453	    544	    637	    733	    833	    933	   1045	   1145	   1261	   1364	   1493	   1606	   1716	   1829	   1976	
30.	     60	    129	    204	    284	    369	    456	    548	    642	    738	    840	    941	   1054	   1154	   1273	   1377	   1506	   1621	   1733	   1846	   2000	
31.	     61	    130	    205	    285	    371	    459	    552	    647	    744	    846	    949	   1063	   1163	   1285	   1390	   1519	   1636	   1749	   1864	   2021	
32.	     61	    130	    206	    287	    374	    462	    555	    652	    750	    853	    958	   1072	   1172	   1297	   1403	   1532	   1652	   1766	   1882	   2043	
33.	     61	    131	    207	    288	    376	    464	    559	    656	    756	    860	    966	   1081	   1182	   1310	   1417	   1545	   1668	   1783	   1900	   2065	
34.	     61	    131	    208	    290	    378	    467	    563	    661	    762	    867	    974	   1091	   1194	   1322	   1430	   1559	   1684	   1800	   1923	   2087	
35.	     61	    132	    209	    291	    380	    470	    567	    666	    768	    874	    983	   1100	   1207	   1335	   1444	   1573	   1700	   1822	   1946	   2109	
36.	     61	    132	    210	    293	    382	    473	    571	    671	    774	    881	    991	   1110	   1220	   1348	   1458	   1586	   1720	   1843	   1969	   2131	
37.	     61	    133	    211	    294	    384	    476	    575	    676	    780	    888	   1000	   1120	   1233	   1361	   1472	   1600	   1741	   1865	   1993	   2154	
38.	     62	    133	    212	    296	    386	    478	    579	    681	    786	    895	   1009	   1129	   1246	   1374	   1486	   1617	   1762	   1888	   2017	   2177	
39.	     62	    134	    213	    297	    389	    481	    583	    686	    793	    902	   1017	   1139	   1259	   1387	   1500	   1634	   1783	   1910	   2041	   2200	
40.	     62	    134	    214	    299	    391	    484	    587	    691	    799	    909	   1026	   1149	   1273	   1400	   1518	   1652	   1804	   1933	   2065	   2226	
41.	     62	    135	    215	    301	    393	    487	    591	    696	    805	    917	   1035	   1159	   1286	   1413	   1536	   1669	   1826	   1957	   2090	   2253	
42.	     62	    135	    217	    302	    395	    490	    596	    701	    812	    925	   1044	   1169	   1300	   1427	   1555	   1687	   1848	   1980	   2115	   2280	
43.	     62	    136	    218	    304	    397	    493	    600	    706	    818	    933	   1053	   1179	   1312	   1441	   1573	   1705	   1870	   2004	   2140	   2307	
44.	     63	    136	    219	    306	    400	    496	    605	    711	    825	    941	   1063	   1190	   1325	   1454	   1592	   1723	   1890	   2028	   2166	   2335	
45.	     63	    137	    220	    308	    402	    500	    609	    717	    832	    949	   1072	   1200	   1338	   1468	   1611	   1741	   1910	   2052	   2192	   2363	
46.	     63	    137	    221	    310	    404	    504	    613	    722	    840	    958	   1081	   1213	   1351	   1482	   1630	   1760	   1930	   2077	   2218	   2391	
47.	     63	    138	    222	    311	    406	    508	    618	    727	    847	    966	   1091	   1226	   1363	   1497	   1650	   1781	   1951	   2102	   2245	   2420	
48.	     63	    138	    223	    313	    409	    512	    623	    733	    854	    974	   1100	   1239	   1377	   1511	   1668	   1802	   1972	   2127	   2272	   2453	
49.	     64	    139	    224	    315	    411	    516	    627	    739	    862	    983	   1112	   1252	   1390	   1525	   1685	   1824	   1993	   2152	   2299	   2487	
50.	     64	    139	    225	    317	    413	    520	    632	    745	    869	    991	   1124	   1265	   1403	   1540	   1703	   1846	   2014	   2178	   2331	   2521	
51.	     64	    140	    227	    319	    416	    524	    636	    751	    877	   1000	   1136	   1279	   1416	   1556	   1721	   1868	   2035	   2204	   2362	   2555	
52.	     64	    141	    228	    321	    419	    528	    641	    757	    885	   1011	   1148	   1292	   1430	   1573	   1740	   1890	   2057	   2231	   2395	   2590	
53.	     64	    141	    229	    323	    422	    533	    647	    763	    892	   1021	   1160	   1306	   1447	   1590	   1758	   1913	   2082	   2257	   2428	   2626	
54.	     64	    142	    230	    325	    425	    537	    652	    769	    900	   1032	   1172	   1320	   1464	   1607	   1777	   1936	   2107	   2284	   2461	   2662	
55.	     65	    142	    231	    327	    428	    541	    657	    775	    909	   1043	   1185	   1334	   1482	   1624	   1796	   1963	   2132	   2312	   2495	   2694	
56.	     65	    143	    232	    329	    430	    545	    662	    781	    917	   1054	   1197	   1348	   1500	   1641	   1815	   1989	   2157	   2339	   2529	   2726	
57.	     65	    144	    233	    331	    433	    550	    667	    787	    926	   1066	   1210	   1363	   1518	   1658	   1837	   2017	   2183	   2367	   2564	   2759	
58.	     65	    144	    235	    333	    436	    554	    673	    794	    935	   1077	   1223	   1377	   1536	   1676	   1859	   2044	   2209	   2396	   2599	   2792	
59.	     65	    145	    236	    335	    439	    559	    678	    800	    944	   1088	   1236	   1392	   1554	   1694	   1881	   2072	   2236	   2442	   2634	   2825	
60.	     65	    145	    237	    337	    442	    563	    684	    809	    953	   1100	   1249	   1407	   1573	   1721	   1904	   2101	   2263	   2489	   2670	   2859	
61.	     66	    146	    238	    340	    445	    568	    689	    817	    962	   1112	   1262	   1422	   1592	   1749	   1926	   2130	   2306	   2537	   2707	   2894	
62.	     66	    147	    239	    342	    448	    572	    694	    826	    971	   1124	   1276	   1437	   1611	   1777	   1949	   2159	   2351	   2586	   2744	   2928	
63.	     66	    147	    241	    344	    451	    577	    700	    835	    981	   1136	   1289	   1452	   1630	   1805	   1973	   2188	   2396	   2635	   2782	   2985	
64.	     66	    148	    242	    347	    455	    581	    707	    844	    990	   1148	   1303	   1472	   1650	   1834	   1997	   2218	   2442	   2672	   2835	   3042	
65.	     66	    148	    243	    349	    458	    586	    713	    852	   1002	   1160	   1317	   1492	   1670	   1863	   2024	   2249	   2489	   2708	   2890	   3101	
66.	     67	    149	    244	    351	    462	    591	    720	    862	   1014	   1172	   1331	   1513	   1690	   1889	   2052	   2280	   2523	   2745	   2946	   3160	
67.	     67	    150	    245	    354	    466	    595	    727	    871	   1026	   1185	   1349	   1533	   1710	   1915	   2080	   2311	   2558	   2783	   3002	   3221	
68.	     67	    150	    247	    356	    469	    600	    734	    880	   1038	   1197	   1368	   1554	   1730	   1941	   2108	   2343	   2593	   2821	   3060	   3283	
69.	     67	    151	    248	    359	    473	    606	    741	    891	   1051	   1210	   1386	   1576	   1758	   1968	   2137	   2380	   2628	   2860	   3109	   3346	
70.	     67	    152	    249	    361	    477	    612	    748	    901	   1063	   1227	   1406	   1597	   1786	   1995	   2166	   2418	   2664	   2899	   3159	   3411	
71.	     68	    152	    251	    364	    481	    617	    755	    912	   1076	   1243	   1425	   1623	   1815	   2022	   2196	   2457	   2701	   2945	   3209	   3476	
72.	     68	    153	    252	    366	    484	    623	    763	    923	   1089	   1260	   1444	   1649	   1844	   2050	   2249	   2496	   2738	   2992	   3261	   3543	
73.	     68	    154	    254	    369	    488	    629	    770	    934	   1104	   1278	   1464	   1675	   1873	   2083	   2303	   2536	   2782	   3040	   3313	   3611	
74.	     68	    154	    255	    371	    492	    635	    779	    945	   1119	   1295	   1488	   1702	   1903	   2116	   2359	   2577	   2826	   3089	   3366	   3681	
75.	     68	    155	    256	    374	    496	    641	    789	    957	   1134	   1313	   1511	   1729	   1934	   2150	   2416	   2639	   2871	   3139	   3431	   3752	
76.	     69	    156	    258	    376	    500	    648	    798	    968	   1150	   1331	   1536	   1757	   1965	   2184	   2454	   2703	   2917	   3189	   3497	   3824	
77.	     69	    157	    259	    379	    505	    654	    808	    980	   1166	   1352	   1560	   1791	   1996	   2219	   2494	   2768	   2964	   3266	   3564	   3897	
78.	     69	    157	    261	    381	    511	    660	    817	    991	   1182	   1374	   1585	   1825	   2028	   2255	   2534	   2834	   3012	   3344	   3633	   4023	
79.	     69	    158	    262	    384	    516	    666	    827	   1003	   1198	   1396	   1611	   1860	   2061	   2309	   2574	   2889	   3084	   3425	   3703	   4153	
80.	     70	    159	    264	    387	    522	    673	    837	   1015	   1214	   1418	   1636	   1896	   2094	   2365	   2615	   2945	   3159	   3508	   3792	   4287	
81.	     70	    159	    265	    389	    527	    679	    847	   1027	   1231	   1441	   1662	   1933	   2144	   2422	   2657	   3001	   3235	   3621	   3883	   4391	
82.	     70	    160	    267	    392	    533	    686	    859	   1040	   1248	   1464	   1689	   1970	   2196	   2480	   2787	   3059	   3313	   3738	   3977	   4496	
83.	     70	    161	    268	    395	    538	    692	    870	   1052	   1265	   1492	   1716	   2008	   2249	   2540	   2923	   3118	   3420	   3858	   4073	   4605	
84.	     71	    162	    270	    397	    544	    699	    882	   1065	   1282	   1521	   1744	   2046	   2303	   2601	   2994	   3219	   3530	   3983	   4272	   4716	
85.	     71	    162	    271	    400	    550	    706	    894	   1085	   1300	   1550	   1772	   2086	   2377	   2664	   3066	   3322	   3644	   4112	   4480	   4830	
86.	     71	    163	    273	    403	    555	    712	    907	   1106	   1318	   1580	   1829	   2126	   2454	   2728	   3140	   3430	   3762	   4244	   4625	   4946	
87.	     71	    164	    275	    406	    560	    719	    919	   1127	   1343	   1611	   1888	   2167	   2533	   2816	   3215	   3540	   3883	   4381	   4774	   5065	
88.	     72	    165	    276	    410	    564	    726	    932	   1149	   1369	   1649	   1949	   2208	   2615	   2907	   3319	   3655	   4009	   4523	   4928	   5187	
89.	     72	    165	    278	    413	    569	    735	    944	   1171	   1395	   1689	   1996	   2251	   2700	   3001	   3426	   3773	   4204	   4669	   5169	   5441	
90.	     72	    167	    280	    416	    574	    744	    957	   1190	   1422	   1730	   2044	   2294	   2787	   3098	   3537	   3957	   4409	   4897	   5421	   5706	
91.	     73	    168	    282	    420	    579	    752	    971	   1209	   1449	   1772	   2093	   2338	   2877	   3198	   3710	   4150	   4625	   5136	   5963	   6277	
92.	     73	    170	    284	    423	    584	    761	    984	   1228	   1496	   1829	   2144	   2572	   2969	   3301	   3891	   4565	   4850	   5649	   6559	   6583	
93.	     73	    171	    286	    426	    589	    771	    997	   1248	   1545	   1888	   2248	   2698	   3065	   3631	   4081	   4788	   5335	   6214	   6879	   6905	
94.	     73	    173	    288	    430	    595	    780	   1011	   1268	   1594	   1949	   2358	   2830	   3372	   3994	   4280	   5021	   5869	   6835	   7215	   8354	
95.	     74	    174	    290	    433	    600	    789	   1025	   1288	   1646	   2044	   2594	   3264	   3709	   4394	   5178	   6076	   6456	   7519	   8730	   9190	
96.	     74	    176	    292	    437	    605	    799	   1050	   1330	   1699	   2144	   2853	   3766	   4080	   5316	   6266	   7352	   8593	  10008	  10564	  12232	
97.	     74	    177	    294	    440	    620	    818	   1075	   1373	   1754	   2358	   3138	   4557	   5973	   7076	   9174	   9785	  12580	  14652	  15467	  17909	
98.	     75	    179	    296	    454	    635	    838	   1101	   1417	   1929	   2594	   3452	   5514	   9620	  13790	  16252	  20976	  24516	  25958	  33154	  34899	
99.	     75	    180	    298	    469	    650	    858	   1127	   1486	   2122	   4177	   3797	   6065	  10582	  15169	  17877	  23074	  26967	  28554	  36469	  38389	
100.	     75	    182	    300	    484	    666	    878	   1240	   1559	   2334	   4595	      0	      0	      0	      0	      0	      0	      0	      0	      0	      0	
